1416   HVC  11 31.6  -69 34    184   -12   -70     32    0.4    0.2  -90       0.33    0.11   0.06       12.0
1437   HVC  11 47.4  -69 55    362   168   109     35    0.2    0.2   40       0.48    0.17   0.14       23.4
1503   HVC  12 55.4  -69 16    267    84    21     32    0.5    0.2  -60       0.80    0.23   0.14       41.0
1683   HVC  16 56.8  -69 20    113   -18   -79     38    0.3    0.2  -60       1.76    0.58   0.43      176.6
1218  GLXY  05 10.4  -68 15    262    83    62     42    1.2    0.7  -20     176.13   63.59  53.80   500007.1  E
1219   HVC  06 53.9  -68 20    264    67    37     51    5.9    3.2   60       2.00    0.15   0.13      139.4
1220   HVC  07 08.5  -68 01    178   -21   -53     41    5.3    3.2   70       1.35    0.08   0.09       62.9
1226  GLXY  07 31.9  -68 14    497   295   261     86    0.2    0.2   10       0.12    0.14   0.22       21.5  E
1288  CHVC  08 39.3  -68 58    104  -102  -143     33    0.4    0.2  -80       0.84    0.63   0.40       80.6
1304   HVC  09 12.6  -68 07    240    33   -11     39    0.2    0.1   30       0.12    0.06   0.04        4.0
1431   HVC  11 46.8  -68 14    321   126    66     45    0.2    0.2  -80       0.19    0.06   0.05        5.4
1531   HVC  13 27.7  -68 17    247    70     5     37    0.3    0.2   20       2.61    0.61   0.42      243.9
1563  :HVC  00 03.5  -68 31    194    80    59     34    0.3    0.2  -10       1.89    0.70   0.50      149.9
1669   HVC  16 09.2  -68 11    108   -31   -95     30    9.9    9.0  -60       0.59    0.12   0.07       19.4
1199   HVC  06 54.4  -67 11    322   124    95    103    0.3    0.2  -10       1.35    0.16   0.18       69.8
1205   HVC  06 42.8  -67 55    393   197   169     41    2.5    2.5  -10       0.31    0.08   0.06       12.9
1264   HVC  03 47.8  -67 39    149   -11   -27     40    0.3    0.3   50       1.47    0.21   0.17       77.1
1265  CHVC  08 44.6  -67 09    217     9   -32     35    0.2    0.1   30       0.24    0.12   0.09       12.6
1283   HVC  09 00.2  -67 19    300    92    48     36    0.2    0.1   40       0.11    0.11   0.08        6.9
1319  CHVC  09 38.1  -67 30    266    58    11     34    0.3    0.3   70       0.68    0.35   0.23       58.5
1343   HVC  10 19.6  -67 38    211     6   -46     23    0.3    0.2  -60       0.13    0.05   0.02        3.2
1607   HVC  23 41.2  -67 21    116     9   -13     31    0.3    0.1   10       0.38    0.34   0.20       25.8
1746   HVC  18 52.0  -67 08    117    12   -40     50    0.3    0.3   60       0.38    0.08   0.06       22.2
1184   HVC  05 04.1  -66 00    139   -39   -57     42    0.3    0.3  -20       1.04    0.14   0.11       52.1
1196   HVC  07 02.3  -66 40     96  -104  -133     37    0.2    0.2  -60       1.24    0.20   0.14       36.0
1201   HVC  07 34.7  -66 06    149   -55   -88     36    0.3    0.2  -90       0.53    0.10   0.07       20.4
1231   HVC  03 55.7  -66 26    143   -19   -33     45    0.5    0.3   30       3.75    0.26   0.21      231.2
1257   HVC  08 46.0  -66 47    123   -85  -127     33   19.4   17.6  -60       0.46    0.30   0.18       30.7
1262   HVC  08 47.2  -66 51    314   106    64     35    0.2    0.1  -50       0.08    0.07   0.04        4.0
1287  GLXY  03 18.0  -66 34    453   300   287    157    0.2    0.1  -10       0.48    1.73   4.96      404.7  N
1348  CHVC  10 34.8  -66 21    180   -25   -79     21    0.2    0.2  -40       0.20    0.11   0.03        3.4
1424   HVC  11 43.6  -66 56    323   127    67     26    0.2    0.2   20       0.40    0.12   0.06       10.1
1438  CHVC  11 55.3  -66 34    312   117    56     34    0.2    0.2  -30       1.18    0.75   0.50       94.9
1477   HVC  12 28.6  -66 54    240    51   -12     33    0.3    0.2  -10       1.44    0.43   0.28       88.2
1757   HVC  20 13.6  -66 43    245   150   107     40    0.3    0.2   20       0.07    0.05   0.04        4.9
1764   HVC  19 55.6  -66 13    232   138    93     44    0.4    0.2   40       0.28    0.07   0.06       13.6
1161   HVC  06 20.5  -65 34    281    87    63     34    4.9    3.7   50       1.50    0.23   0.16       85.9
1170   HVC  06 00.2  -65 58    140   -50   -72     44    0.2    0.2   20       0.29    0.07   0.06       11.9
1173   HVC  07 04.0  -65 11    115   -87  -115     31    0.2    0.2   20       0.29    0.12   0.04        4.6
1181   HVC  04 53.7  -65 34    104   -72   -88     39    0.4    0.3   50       0.43    0.08   0.06       16.1
1185  CHVC  07 08.8  -65 43    264    62    33     33    0.2    0.2  -50       0.74    0.49   0.29       53.6
1221  CHVC  08 12.4  -65 37    154   -54   -91     37    0.2    0.2   80       0.95    0.48   0.33       70.3
1224   HVC  08 28.1  -65 21    172   -37   -76     30    0.3    0.3   60       0.73    0.17   0.09       31.1
1256   HVC  08 55.6  -65 53    295    85    43     35    0.2    0.2  -70       0.06    0.05   0.03        2.7
1263   HVC  09 02.6  -65 40    271    61    18     57    0.2    0.2   20       0.16    0.06   0.06       10.6
1275   HVC  09 10.7  -65 55    274    64    20     32    0.2    0.2  -30       0.41    0.19   0.12       20.7
1303  CHVC  09 36.5  -65 40    264    54     7     32    0.2    0.2  -20       0.27    0.16   0.10       12.0
1312   HVC  09 49.0  -65 43    205    -4   -53     39    0.2    0.2   60       0.04    0.04   0.03        1.9
1327   HVC  10 04.8  -65 28    233    24   -27     40    0.3    0.3   70       0.36    0.07   0.05       12.7
1410   HVC  11 38.1  -65 03    311   113    52     35    0.2    0.2  -70       1.59    0.40   0.27       68.1
1428   HVC  11 52.4  -65 30    293    97    35     24    0.2    0.1  -10       0.53    0.20   0.11       13.1
1589  GLXY  14 13.5  -65 20    429   265   196    182    0.3    0.2  -40       1.47    2.69   5.23     1309.8  E
1661   HVC  23 10.2  -65 19    151    55    33     34    0.4    0.3   60       1.81    0.34   0.23      108.0
1667  CHVC  15 47.5  -65 33    154    14   -53     35    0.2    0.2  -30       0.31    0.13   0.09       11.7
1153   HVC  06 47.4  -64 15    347   148   122     30    0.2    0.1  -10       0.34    0.08   0.05       13.2
1208   HVC  03 57.4  -64 52    146   -15   -27     53    1.1    0.7   40       0.77    0.13   0.10       37.8
1213   HVC  03 41.0  -64 08    306   150   139     44    0.2    0.1   50       0.05    0.05   0.03        3.9
1258   HVC  09 08.4  -64 54    275    64    20     33    0.3    0.2   20       0.43    0.13   0.09       18.7
1367   HVC  01 58.9  -64 44    101   -28   -39     32    0.8    0.2   30       0.90    0.20   0.12       43.9
1420   HVC  11 48.3  -64 29    262    65     4     15    0.3    0.2   30       0.91    0.21   0.11       26.0
1544   HVC  13 31.9  -64 02    235    60    -8     36    0.3    0.2  -50       1.12    0.33   0.20       51.1
1608   HVC  14 27.0  -64 09    211    51   -19     30    0.2    0.2   60       0.20    0.12   0.07        7.3
1647  :HVC  23 22.8  -64 58    103     6   -14     40    0.7    0.3   20       2.91    1.20   1.02      611.1
1728  GLXY  17 11.5  -64 43    460   343   280     39    0.2    0.1  -30       0.11    0.06   0.05        4.0  H
1751  GLXY  17 47.2  -64 39    300   191   131     84    0.2    0.2  -40       0.30    0.93   1.50      120.6  I
1778   HVC  18 59.6  -64 38    107    11   -41     33    0.3    0.3   10       0.46    0.09   0.06       12.0
1147  :HVC  06 59.5  -63 40    174   -28   -55     25    0.2    0.2  -40       0.16    0.08   0.04        3.0
1228   HVC  09 00.0  -63 16    216     3   -39     40    0.4    0.2   20       1.43    0.14   0.09       53.2
1277  :HVC  09 38.7  -63 05    309    97    49     36    0.3    0.2   60       0.16    0.06   0.04        4.1
1432   HVC  11 57.0  -63 47    205     9   -54     33    0.2    0.2  -20       0.44    0.31   0.13       16.4
1480   HVC  01 01.4  -63 35    104    -8   -20     35    0.4    0.2  -60       0.43    0.17   0.12       21.2
1765   HVC  17 48.8  -63 11    103    -1   -61     52    0.2    0.2   90       0.39    0.16   0.16       20.1
1107   HVC  05 01.6  -62 16    212    35    22     34    0.2    0.2   50       0.41    0.20   0.18       21.6
1111   HVC  04 51.2  -62 04    190    16     4     33    0.4    0.3    0       0.69    0.08   0.05       17.6
1112   HVC  06 53.7  -62 00    124   -77  -102     35    0.3    0.2   20       3.12    0.30   0.20      142.4
1115   HVC  06 29.3  -62 36    107   -90  -113     36    0.4    0.3   80       1.90    0.15   0.11       43.1
1116   HVC  06 39.8  -62 25    117   -82  -105     33    0.4    0.3   40       2.12    0.21   0.13       65.5
1160   HVC  04 00.7  -62 20     81   -79   -88     74    0.8    0.6   80       0.10    0.07   0.05        2.0
1162   HVC  04 04.4  -62 34    247    86    77     34    0.3    0.2  -20       1.48    0.53   0.36      126.3
1168   HVC  07 51.4  -62 59    141   -68  -101     37    0.3    0.2   30       0.28    0.06   0.04        9.9
1180   HVC  03 46.5  -62 27     99   -57   -65     39    0.3    0.2  -30       0.37    0.11   0.08       16.3
1203   HVC  08 32.0  -62 58    307    95    57     37    0.3    0.2   80       0.41    0.08   0.05       13.1
1254   HVC  09 30.4  -62 06    231    18   -29     31    0.3    0.2  -60       0.07    0.04   0.02        2.3
1291   HVC  09 51.1  -62 40    246    34   -16     36    0.2    0.2  -10       0.59    0.15   0.11       25.0
1365   HVC  01 50.4  -62 23     81   -41   -49     35    0.3    0.3  -30       0.72    0.23   0.15       35.7
1401  CHVC  11 35.9  -62 43    224    24   -37     30    0.3    0.2  -50       1.10    0.46   0.27       64.6
1709   HVC  22 46.5  -62 33    104    20    -2     37    1.1    0.8   50       0.60    0.15   0.10       24.7
1089   HVC  06 08.0  -61 11    378   185   167     39    0.4    0.3  -70       0.10    0.05   0.04        8.6
1091   HVC  05 16.7  -61 26    280   100    86     33    0.3    0.2  -10       2.20    0.34   0.24      177.2
1095   HVC  05 07.2  -61 31     92   -86   -99     26    0.5    0.4    0       0.53    0.06   0.04       19.0
1100   HVC  05 16.0  -61 52    201    20     7     34    0.2    0.2   50       0.24    0.12   0.09       11.6
1133   HVC  07 33.6  -61 22    196   -12   -41     38    0.2    0.2  -50       0.10    0.07   0.06        6.4
